    202.35   0.031138
    205.88    0.05509
    209.41   0.064671
    211.76   0.093413
    212.94    0.13174
    214.12    0.21317
    217.65    0.25868
       220     0.3521
    224.71    0.42156
    228.24    0.47425
    229.41    0.50778
    231.76    0.53174
    236.47    0.54132
    241.18    0.52695
    245.88    0.50299
    248.24    0.47425
    250.59     0.4479
    252.94    0.41677
    257.65    0.40479
    262.35    0.42395
    264.71    0.45509
    267.06    0.49102
    268.24    0.52455
    271.76    0.56048
    274.12    0.59641
    276.47    0.63473
    278.82    0.66826
    281.18    0.70898
    282.35    0.73772
    287.06     0.7521
    291.76    0.73293
    295.29    0.70419
    298.82    0.67305
    303.53    0.64192
    305.88    0.59401
    306.5     0.5509
    309.41    0.51737
    312.94    0.48383
    314.12    0.43353
       320    0.39042
    323.53    0.35449
    328.24    0.32335
    331.76    0.29222
    337.65    0.24192
    344.71    0.22036
    349.41    0.18922
    352.94    0.16287
    356.47    0.14611
    362.35    0.15569
    368.24    0.14371
    371.76    0.13174
    377.65    0.13892
       380    0.12455
    384.71    0.11018
    390.59    0.11976
    395.29    0.12934
    402.35    0.11497
    407.06     0.1006
    411.76   0.088623
    418.82   0.079042
    429.41   0.074251
    435.29   0.062275
    443.53    0.05509
    448.24   0.035928
    455.29   0.040719
    462.35   0.031138
    467.06   0.021557
       480   0.019162
    489.41   0.011976
    498.82  0.0071856
    514.12  0.0071856
    528.24  0.0095808
    534.12   0.016766
       540   0.026347
    548.24   0.038323
    551.76    0.05509
    557.65   0.071856
    561.18   0.095808
    564.71    0.12455
    570.59    0.14611
    574.12    0.17006
    576.47    0.20599
    578.82    0.23952
    583.53    0.27545
    587.06    0.31138
    589.41    0.33772
    595.29     0.3521
    598.82    0.35689
    601.18    0.37605
    602.35    0.40719
    605.88    0.42874
    612.94    0.43353
    615.29     0.4479
       620    0.46228
    624.71    0.43832
    629.41    0.41437
    631.76    0.42874
    634.12    0.45988
    638.82    0.44311
    643.53     0.4503
    647.06    0.42156
    649.41    0.39281
    655.29    0.38563
    656.47    0.35449
    663.53    0.33054
    667.06    0.30419
    668.24    0.27545
    674.12     0.2515
    676.47    0.27066
       680    0.29222
    682.00    0.26347
    682.35    0.22994
    684.71    0.19401
    688.24    0.21317
    691.76     0.1988
    696.47    0.18443
       700    0.16766
    704.71    0.13892
    710.59    0.11497
    715.29    0.12216
    718.82   0.098204
    722.35   0.079042
    728.24   0.069461
    737.65    0.05988
    748.24   0.057485
    752.94   0.043114
       760   0.033533
    765.88   0.028743
    772.94   0.035928
       780   0.023952
    788.24   0.031138
    794.12  0.0095808

