     294.7      3.137
    299.15     6.2492
    301.52     14.152
       308     21.126
     310.2     27.302
    318.74     34.722
     329.4     42.765
    350.64      51.01
    369.75     57.988
    393.08     62.827
    431.22     63.842
    450.27     59.877
    477.79     56.159
    501.05     49.401
    526.45     44.872
    551.84      40.11
    570.87     35.853
    592.02     32.048
    613.16     26.868
    634.29     22.889
    655.42     18.584
    676.53     14.849
    701.86     10.951
    727.18     7.8212
    748.26     5.4098
    769.32     3.5662
    790.37     2.3135
    807.15     1.3202
    821.83    0.80329
    834.38    0.48099
    846.82    0.19604
