    283.19     4.2226
    287.39     8.5617
     293.7     17.641
     304.2     29.974
    321.01     44.788
    344.12     60.774
    367.23     72.521
    390.34     82.467
    428.15     86.538
    461.76     83.802
    486.97     76.102
    510.08     63.775
    528.99     52.593
     552.1     39.387
    575.21     25.526
    594.12     17.083
    615.13     10.217
    629.83     6.0127
    644.54     3.2655
    661.34     1.6106
    673.95    0.79433
    684.45    0.40455
    694.96    0.18119
