    226.53     1.1293
    231.54     1.5318
    238.24     2.1862
    243.25     2.9157
    251.63     4.2326
    270.21     5.5519
       299     6.0466
     329.5     6.3664
    353.21     6.8164
    378.61     7.6787
     398.9     9.2552
    412.42     10.782
    427.64     12.562
    441.16     14.388
    456.38     17.049
    476.69     18.881
     507.2     18.578
    534.33     17.971
    559.76     17.383
     585.2     16.533
    617.41     15.995
    642.84     15.472
    673.36     14.716
    693.73     13.301
    717.48     12.023
    742.94      10.33
    765.01     9.1808
    788.76     8.1594
    809.14     7.1293
    826.14     5.7232
    838.07     4.4409
    850.01     3.1662
    856.92     1.8735
    868.95    0.96833
    877.61    0.45982
    886.28    0.20062
