    172.41     12.656
    188.57     15.924
    204.73     20.035
    226.26     25.657
    253.13     31.716
    279.97     37.182
    304.14     42.827
    336.33     49.328
    373.88     55.822
    416.77     60.977
     462.3     59.909
    507.79      52.94
    553.24     42.827
    593.34     34.645
    625.38      26.58
    660.09     20.035
     692.1     14.322
    721.44     10.238
    756.09     6.5829
    785.35     3.8747
    811.89     2.0513
     830.4     1.1053
    848.85    0.51708
    861.89    0.21002
