235.897	0
242.212	1.874
244.213	12.412
246.191	25.059
247.872	65.808
248.812	76.815
252.993	80.796
255.075	83.607
260.324	86.417
266.639	88.29
274.02	89.227
281.394	90.867
290.886	91.803
300.376	92.974
311.98	93.911
323.584	94.848
337.299	95.785
349.964	96.253
361.571	96.956
375.299	96.721
386.912	96.721
397.48	95.785
401.738	92.506
401.966	70.96
403.19	55.035
404.404	40.047
404.562	25.059
405.727	14.754
407.945	4.684
415.385	0
727.901	0.234
738.449	1.171
742.653	3.044
747.907	5.386
752.061	11.944
755.102	23.888
756.01	37.939
761.002	65.105
764.362	46.838
765.549	34.426
767.73	27.869
775.195	20.843
782.496	29.274
784.502	39.344
787.565	49.18
788.534	57.377
789.467	69.087
794.498	92.506
800.04	67.681
802.339	49.883
808.827	35.363
815.204	31.382
827.733	44.731
832.849	60.187
835.865	74.473
838.882	88.759
841.995	93.911
848.461	81.499
850.728	66.745
861.432	52.927
871.891	62.295
877.034	75.176
882.19	86.885
886.366	91.335
898.081	81.733
