356.605, -0.026
365.964, 1.834
369.790, 7.194
372.118, 16.283
375.784, 25.606
376.614, 38.426
379.771, 27.002
381.722, 45.416
386.670, 23.037
390.138, 37.254
390.845, 53.105
393.041, 65.458
393.964, 75.947
394.992, 83.872
404.341, 85.965
412.380, 87.127
417.573, 92.020
420.354, 89.921
426.951, 93.414
432.521, 88.983
436.338, 94.575
441.946, 89.211
447.487, 85.479
454.415, 80.814
459.608, 85.706
463.462, 90.367
465.941, 95.727
472.812, 92.460
479.399, 96.187
488.928, 93.851
496.958, 95.246
513.102, 95.938
522.640, 93.369
529.237, 96.863
540.368, 88.233
549.491, 95.921
556.324, 93.587
565.588, 97.778
573.807, 94.511
584.447, 98.003
593.966, 95.900
608.763, 96.593
626.227, 97.983
635.718, 96.580
653.191, 97.737
663.992, 97.266
684.199, 97.490
703.057, 97.714
716.582, 96.542
735.412, 97.466
746.317, 94.431
746.694, 85.106
748.560, 72.285
751.755, 59.929
752.358, 45.011
754.318, 29.858
756.269, 14.939
760.718, 4.913
773.017, 0.712
