    397.73          0
    425.39     30.818
    433.86     33.679
    441.31     36.541
    451.52     40.283
    460.86     42.925
    470.72     46.226
    480.76     49.748
    494.78     54.371
    508.09     58.113
     523.8     60.975
    537.44     63.836
    555.22     66.698
    574.71     69.119
    597.65     71.981
    619.37     73.302
    644.51     73.742
       665     73.522
    682.54     72.201
    701.99     71.981
    714.19      70.44
    730.18     68.459
    746.67     65.818
    759.71     62.736
    772.24     60.314
    782.53     57.673
    793.51     54.591
    805.86      51.95
     818.2     47.987
    829.35     45.126
    841.69     41.164
    854.71     36.761
    867.22     33.019
    881.28     28.616
    893.79     24.874
    913.18     20.692
    931.04      17.17
    949.24     14.088
    968.83     11.447
    990.99     8.1447
