236.817	0.26
243.994	0.498
247.52	2.357
249.931	10.247
251.369	20.225
251.909	30.203
252.98	50.389
254.251	65.007
255.506	80.089
258.74	90.069
265.725	95.642
275.68	93.562
288.197	95.196
298.043	96.132
307.058	95.21
317.803	96.147
330.436	94.532
343.884	95.239
354.653	95.479
373.524	95.262
389.741	93.882
405.001	94.126
419.339	95.065
439.141	93.92
454.385	94.628
473.205	95.803
487.617	94.654
507.41	93.741
528.035	94.685
543.279	95.393
557.683	94.476
571.215	92.863
585.627	91.714
602.692	91.727
617.022	92.898
634.029	94.535
651.976	95.013
669.074	94.098
683.487	92.949
698.806	91.569
718.599	90.656
738.351	90.904
751.79	91.842
771.5	93.249
795.709	94.428
