207.963 0.208
219.505 0.202
232.699 0.200
245.904 0.210
264.051 0.213
283.842 0.211
305.286 0.211
321.783 0.214
341.577 0.214
364.670 0.214
381.167 0.217
402.601 0.205
419.086 0.195
435.565 0.178
448.744 0.162
461.926 0.150
475.105 0.137
489.931 0.123
506.407 0.111
519.582 0.098
537.710 0.090
552.536 0.081
567.358 0.071
582.187 0.064
598.658 0.056
613.480 0.049
631.605 0.045
651.371 0.038
669.494 0.034
687.610 0.029
705.719 0.024
723.837 0.020
740.297 0.017
755.109 0.014
766.617 0.011
778.135 0.010
787.999 0.008
796.214 0.007
806.070 0.005
814.273 0.004
822.473 0.003
832.318 0.002
840.499 0.002
848.680 0.001
855.214 0.001
858.461 0.001
866.647 0.000
868.247 0.000
874.790 0.000
881.317 0.000
