202.262	0.132
204.813	3.019
207.361	6.665
210.226	10.767
214.079	9.403
216.947	13.05
222.382	16.091
226.537	18.523
229.09	20.955
232.283	23.538
234.831	27.033
236.412	31.741
238.962	34.932
240.868	38.577
242.455	42.071
243.721	45.564
245.308	49.058
246.572	53.007
247.839	56.197
249.427	59.387
250.696	62.273
253.245	65.615
254.508	69.716
256.092	73.665
257.997	77.766
259.261	81.563
261.168	85.057
263.406	86.425
265.633	90.071
268.822	93.414
272.35	92.961
273.65	89.166
275.268	85.675
277.526	82.488
280.428	78.694
282.684	75.963
285.267	71.865
287.208	68.07
289.786	64.884
293.32	63.064
298.45	62.764
302.302	61.553
306.783	62.922
309.99	62.469
311.607	59.282
313.866	55.791
318.046	52.909
322.542	51.091
326.718	48.968
331.531	47.909
335.706	45.938
339.881	44.119
345.017	42.604
348.869	41.241
352.726	38.814
357.222	36.844
362.041	34.57
365.895	32.75
370.072	30.476
374.249	28.353
379.387	26.08
385.485	24.262
391.581	22.9
397.359	21.082
401.856	18.96
407.632	17.294
413.732	15.173
418.871	12.747
424.33	10.474
