    201.04     26.087
    205.22     41.739
    210.43     27.826
    215.65     36.522
    217.74      60.87
    219.83     78.261
    226.09     73.043
    228.17     153.04
    230.26      231.3
    233.39     255.65
    239.65     295.65
    242.78      288.7
    244.87     267.83
    251.13     292.17
    252.17     257.39
    253.22        240
    257.39     250.43
    263.65     264.35
    266.78     293.91
    269.91     316.52
       272      351.3
    277.22     389.57
    278.26     429.57
    281.39     466.09
    284.52     497.39
    286.61        520
    291.83      528.7
    293.91      511.3
    299.13     485.22
     303.3     438.26
    306.43     393.04
    307.48     346.09
    313.74     309.57
    315.83     259.13
       320     238.26
    322.09        200
     327.3     180.87
    330.43     153.04
    337.74     133.91
    341.91     102.61
    350.26     74.783
    357.57     62.609
    363.83     48.696
    372.17     43.478
    381.57     34.783
       392     33.043
    400.35     29.565
    412.87     24.348
    422.26     26.087
    430.61     17.391
       440     12.174
    455.65     10.435
    470.26     5.2174
    490.09     5.2174
    505.74     1.7391
    520.35     3.4783
    532.87     6.9565
    546.43     17.391
    556.87     24.348
    563.13     38.261
    573.57     53.913
    581.91     74.783
    588.17     90.435
    592.35      111.3
    597.57     123.48
    603.83     139.13
    611.13     156.52
    619.48        160
    625.74     166.96
       632     172.17
    638.26     161.74
    644.52     153.04
    652.87     146.09
    660.17     132.17
    665.39     118.26
    675.83     106.09
    682.09     93.913
    689.39     78.261
    694.61     81.739
    698.78     69.565
    705.04      59.13
     711.3     50.435
    721.74     45.217
    729.04         40
     735.3     29.565
    746.78     27.826
     759.3      19.13
    773.91     15.652
    786.43     17.391
    797.91     17.391
