2.003400000000000034e+02,0.000000000000000000e+00
2.007199999999999989e+02,0.000000000000000000e+00
2.010999999999999943e+02,0.000000000000000000e+00
2.014799999999999898e+02,0.000000000000000000e+00
2.018499999999999943e+02,0.000000000000000000e+00
2.022299999999999898e+02,0.000000000000000000e+00
2.026100000000000136e+02,0.000000000000000000e+00
2.029900000000000091e+02,0.000000000000000000e+00
2.033600000000000136e+02,0.000000000000000000e+00
2.037400000000000091e+02,-0.000000000000000000e+00
2.041200000000000045e+02,0.000000000000000000e+00
2.044900000000000091e+02,-0.000000000000000000e+00
2.048700000000000045e+02,-0.000000000000000000e+00
2.052500000000000000e+02,0.000000000000000000e+00
2.056299999999999955e+02,-0.000000000000000000e+00
2.060000000000000000e+02,-0.000000000000000000e+00
2.063799999999999955e+02,0.000000000000000000e+00
2.067599999999999909e+02,-0.000000000000000000e+00
2.071399999999999864e+02,0.000000000000000000e+00
2.075099999999999909e+02,0.000000000000000000e+00
2.078899999999999864e+02,-0.000000000000000000e+00
2.082700000000000102e+02,0.000000000000000000e+00
2.086399999999999864e+02,0.000000000000000000e+00
2.090200000000000102e+02,0.000000000000000000e+00
2.094000000000000057e+02,0.000000000000000000e+00
2.097700000000000102e+02,-0.000000000000000000e+00
2.101500000000000057e+02,0.000000000000000000e+00
2.105300000000000011e+02,0.000000000000000000e+00
2.109000000000000057e+02,3.700100000000000000e+12
2.112800000000000011e+02,3.700100000000000000e+12
2.116599999999999966e+02,9.643600000000000000e+12
2.120300000000000011e+02,2.130700000000000000e+13
2.124099999999999966e+02,2.130700000000000000e+13
2.127899999999999920e+02,3.496700000000000000e+13
2.131599999999999966e+02,2.208000000000000000e+13
2.135399999999999920e+02,2.208000000000000000e+13
2.139199999999999875e+02,3.182200000000000000e+13
2.142899999999999920e+02,3.182200000000000000e+13
2.146699999999999875e+02,3.079300000000000000e+13
2.150500000000000114e+02,3.079300000000000000e+13
2.154199999999999875e+02,2.105100000000000000e+13
2.158000000000000114e+02,1.226800000000000000e+13
2.161699999999999875e+02,1.226800000000000000e+13
2.165500000000000114e+02,4.945700000000000000e+12
2.169300000000000068e+02,2.456700000000000000e+12
2.173000000000000114e+02,8.613300000000000000e+12
2.176800000000000068e+02,8.613300000000000000e+12
2.180500000000000114e+02,8.963300000000000000e+12
2.184300000000000068e+02,8.963300000000000000e+12
2.188100000000000023e+02,1.419900000000000000e+13
2.191800000000000068e+02,1.419900000000000000e+13
2.195600000000000023e+02,1.953500000000000000e+13
2.199300000000000068e+02,1.953500000000000000e+13
2.203100000000000023e+02,2.455500000000000000e+13
2.206899999999999977e+02,2.455500000000000000e+13
2.210600000000000023e+02,2.455500000000000000e+13
2.214399999999999977e+02,2.455500000000000000e+13
2.218100000000000023e+02,2.687800000000000000e+13
2.221899999999999977e+02,2.687800000000000000e+13
2.225600000000000023e+02,2.687800000000000000e+13
2.229399999999999977e+02,3.248600000000000000e+13
2.233199999999999932e+02,3.248600000000000000e+13
2.236899999999999977e+02,3.338400000000000000e+13
2.240699999999999932e+02,3.923600000000000000e+13
2.244399999999999977e+02,4.202500000000000000e+13
2.248199999999999932e+02,4.375900000000000000e+13
2.251899999999999977e+02,4.420200000000000000e+13
2.255699999999999932e+02,4.455200000000000000e+13
2.259399999999999977e+02,4.455200000000000000e+13
2.263199999999999932e+02,4.560100000000000000e+13
2.266899999999999977e+02,4.837100000000000000e+13
2.270699999999999932e+02,5.083400000000000000e+13
2.274399999999999977e+02,5.083400000000000000e+13
2.278199999999999932e+02,5.083400000000000000e+13
2.281899999999999977e+02,5.118000000000000000e+13
2.285699999999999932e+02,5.118000000000000000e+13
2.289399999999999977e+02,5.419000000000000000e+13
2.293199999999999932e+02,5.419000000000000000e+13
2.296899999999999977e+02,5.419000000000000000e+13
2.300699999999999932e+02,5.668700000000000000e+13
2.304399999999999977e+02,6.158700000000000000e+13
2.308199999999999932e+02,6.158700000000000000e+13
2.311899999999999977e+02,6.256900000000000000e+13
2.315699999999999932e+02,6.158700000000000000e+13
2.319399999999999977e+02,6.256900000000000000e+13
2.323199999999999932e+02,6.551200000000000000e+13
2.326899999999999977e+02,6.876500000000000000e+13
2.330699999999999932e+02,6.876500000000000000e+13
2.334399999999999977e+02,7.110300000000000000e+13
2.338199999999999932e+02,7.110300000000000000e+13
2.341899999999999977e+02,7.110300000000000000e+13
2.345699999999999932e+02,7.110300000000000000e+13
2.349399999999999977e+02,6.952700000000000000e+13
2.353100000000000023e+02,6.952700000000000000e+13
2.356899999999999977e+02,7.403900000000000000e+13
2.360600000000000023e+02,7.403900000000000000e+13
2.364399999999999977e+02,6.790300000000000000e+13
2.368100000000000023e+02,6.601400000000000000e+13
2.371899999999999977e+02,6.601400000000000000e+13
2.375600000000000023e+02,6.601400000000000000e+13
2.379300000000000068e+02,6.601400000000000000e+13
2.383100000000000023e+02,7.404600000000000000e+13
2.386800000000000068e+02,8.104800000000000000e+13
2.390600000000000023e+02,8.104800000000000000e+13
2.394300000000000068e+02,8.104800000000000000e+13
2.398100000000000023e+02,8.104800000000000000e+13
2.401800000000000068e+02,8.104800000000000000e+13
2.405500000000000114e+02,8.104800000000000000e+13
2.409300000000000068e+02,8.104800000000000000e+13
2.413000000000000114e+02,7.911600000000000000e+13
