    204.77   0.006213
    209.53    0.02071
    214.25   0.055917
    217.77   0.095266
    220.11    0.12426
    224.83    0.15533
    225.96    0.19675
    229.48    0.23609
    233.07    0.22988
    239.02    0.24438
    242.65    0.22367
    246.27    0.20296
     249.9    0.17811
    254.71     0.1574
    259.51    0.14497
    265.46    0.16154
    266.59    0.20296
     271.3    0.24024
    273.65    0.26716
    274.78    0.30444
    277.12    0.33136
    279.46     0.3645
    281.79     0.3997
    286.53    0.42456
    292.51    0.41834
    296.14    0.39142
    299.79    0.35621
    303.44    0.31893
    309.47     0.2858
    311.92    0.25059
    316.75     0.2216
    321.59    0.19053
    326.42    0.15947
    333.63    0.13876
    342.03    0.12012
    350.43   0.097337
    360.04   0.072485
    374.38   0.070414
    388.73   0.068343
    400.69    0.06213
    413.85   0.053846
    427.02   0.043491
    441.37   0.035207
    455.73   0.028994
    470.08   0.022781
    482.04   0.016568
    494.01   0.008284
    511.93   0.010355
    529.85   0.018639
    546.57   0.022781
    558.52   0.028994
    564.47    0.04142
    572.81   0.057988
    581.16   0.066272
     590.7   0.078698
    596.65   0.097337
    606.19    0.10976
    616.94    0.11391
    626.48    0.12219
    633.67    0.11391
    640.86    0.10562
    645.62    0.11598
    649.18     0.1284
    656.39    0.10976
    664.77   0.097337
    671.93    0.10769
    677.93   0.093195
    685.13   0.076627
    689.94   0.055917
    694.74   0.045562
    701.93   0.037278
    705.54    0.02071
    709.14   0.012426
     712.7   0.031065
    718.64   0.047633
     725.8   0.055917
    730.61    0.04142
    735.42   0.024852
    737.83   0.008284
    764.13   0.010355
    771.27   0.028994
    785.61   0.024852
     795.2   0.012426
