    201.13   0.031227
    205.79   0.062439
     206.9    0.10808
    211.55     0.1513
     216.1    0.25459
    219.47    0.36509
    221.71    0.43955
    223.98     0.4972
    227.44    0.54523
    230.94    0.56444
    233.26    0.58365
    236.77    0.59805
    240.31    0.58842
     242.7    0.56679
    246.26    0.54516
    248.66    0.51392
    251.06    0.48027
    253.45    0.45624
    256.96    0.46824
    260.46    0.48985
    262.79    0.50185
    267.45    0.53306
    268.58    0.56669
    270.88    0.60512
    273.16    0.65556
    274.21    0.74204
    277.62    0.82131
    282.29    0.84771
     285.8    0.85971
    291.71    0.83807
     295.3    0.79961
    300.03    0.78038
    302.45    0.73712
    303.68    0.69868
    306.11    0.64822
     309.7    0.60256
    313.29    0.56171
     315.7    0.52566
    316.93    0.48722
    320.52    0.45117
    324.11    0.41031
    327.69    0.36946
    331.29     0.3262
    338.41    0.28533
    343.17    0.24687
    346.74    0.21803
    352.65    0.19879
    359.74    0.18194
    365.66    0.15549
    369.17    0.16509
    376.24    0.15545
    386.83    0.15781
    390.39    0.13617
     393.9    0.15057
    398.63    0.13134
    406.88     0.1241
    415.13    0.11445
    421.03    0.10002
    431.63   0.092766
    435.17   0.085544
    439.89   0.075916
    443.41   0.080707
    446.96   0.066278
     451.7   0.044638
    459.95   0.034995
    469.37    0.02775
    474.09   0.018122
    482.32   0.025296
    491.75  0.0084414
    501.16   0.013209
    508.23   0.005973
    512.93   0.010759
    522.35  0.0059165
    531.75   0.013086
    538.79   0.022667
    543.47   0.039465
    546.98   0.051463
    549.31   0.068271
    555.18   0.077857
    558.66    0.11388
    563.34    0.13068
    566.83    0.15469
    569.13    0.19312
    573.77    0.23394
    576.06    0.28198
    580.71     0.3204
    585.36    0.35401
    588.79    0.42607
    593.39    0.49572
    600.43     0.5077
     605.1    0.53411
    607.42    0.55332
    612.09    0.57733
    615.58    0.60614
     617.9    0.63015
    621.44    0.61813
    623.82     0.6013
    629.72    0.59407
    633.22    0.60847
    637.96    0.58923
    640.34     0.5676
     645.1    0.53395
    652.19     0.5123
    660.46    0.48824
    666.37     0.4714
    668.77    0.43776
    673.52    0.40651
    679.46    0.37045
    684.23    0.32719
    688.98    0.29113
    694.91    0.26228
    700.82    0.24304
    705.56    0.21659
    710.31    0.19015
    718.57     0.1709
     724.5    0.14204
     726.9     0.1084
    737.51   0.093943
    748.13   0.072279
    752.86   0.057846
    757.56   0.062632
    766.98   0.050582
    771.71   0.038551
    783.48   0.031297
    796.44   0.019233
