151.232	0.021
153.697	0.041
156.367	0.062
159.448	0.083
161.706	0.124
163.759	0.165
165.813	0.186
167.246	0.279
169.299	0.32
170.937	0.444
172.989	0.496
174.215	0.63
175.847	0.848
177.277	1.023
177.876	1.354
179.304	1.561
179.687	2.098
180.078	2.491
182.127	2.605
182.314	2.966
182.715	3.163
183.32	3.38
183.517	3.556
185.165	3.463
185.977	3.659
186.587	3.783
187.834	3.514
188.46	3.318
189.296	3.049
190.537	2.894
191.167	2.625
192.614	2.45
193.447	2.233
193.872	1.974
194.699	1.86
196.331	2.098
196.761	1.736
197.181	1.561
199.852	1.561
199.861	1.375
202.323	1.457
203.563	1.323
204.598	1.168
207.053	1.385
209.101	1.509
210.731	1.788
211.537	2.088
213.374	2.326
214.389	2.563
215.195	2.884
216.413	3.163
218.676	3.121
221.351	3.049
223.001	2.915
225.262	2.915
226.502	2.78
227.129	2.574
227.759	2.305
229.601	2.439
231.254	2.274
232.891	2.408
234.529	2.522
236.985	2.698
238.43	2.574
240.493	2.408
241.097	2.656
242.111	2.915
244.572	3.018
246.421	3.018
246.842	2.822
247.056	2.646
248.296	2.512
249.109	2.687
250.335	2.822
251.772	2.853
253.226	2.553
255.084	2.367
255.916	2.171
257.777	1.943
258.812	1.809
260.05	1.695
261.909	1.519
263.965	1.499
265.599	1.685
266.434	1.437
268.291	1.271
270.342	1.354
270.97	1.127
272.623	0.951
274.889	0.837
275.721	0.641
277.779	0.579
280.044	0.496
282.519	0.3
285.193	0.258
288.484	0.196
292.39	0.145
296.092	0.093
