150.429	0.113
151.496	0.34
152.36	0.647
153.219	0.906
153.659	1.181
154.728	1.423
154.954	1.65
156.196	1.358
157.47	1.52
158.954	1.682
161.273	1.747
162.73	1.536
163.761	1.229
165.454	1.375
167.77	1.407
169.45	1.358
171.357	1.553
173.684	1.73
176.412	1.633
178.527	1.795
179.607	2.199
180.266	2.588
181.13	2.911
183.257	3.251
184.537	3.493
186.239	3.768
186.896	4.14
187.979	4.577
189.051	4.868
190.342	5.272
192.641	5.062
195.399	5.385
197.305	5.563
199.016	5.968
202.147	5.612
205.508	5.547
207.624	5.725
208.662	5.515
210.113	5.208
211.576	5.078
214.289	4.755
216.375	4.512
218.668	4.205
221.178	3.995
222.201	3.59
224.728	3.623
227.645	3.218
228.869	2.668
229.699	2.507
232.208	2.28
235.132	1.989
237.431	1.763
240.782	1.553
244.553	1.326
249.173	1.213
253.366	1.003
257.357	0.906
262.398	0.792
266.378	0.55
270.158	0.453
274.778	0.34
280.032	0.259
286.555	0.275
293.715	0.372
297.705	0.275
